C0003811	cardiac arrhythmia
C0027612	congenital, hereditary, and neonatal diseases and abnormalities
C0040185	tibial fractures
C1720894	male urogenital diseases
C0018051	gonadal dysgenesis
C0079588	ichthyosis, x-linked
C0175694	smith-lemli-opitz syndrome
C0042140	uterine prolapse
C0338508	optic atrophy, autosomal dominant
C0917796	optic atrophy, hereditary, leber
C0275904	tuberculosis, central nervous system
C0041316	lymph node tuberculosis
C0041321	tuberculosis, miliary
C0041324	tuberculosis, osteoarticular
C0041326	pleural tuberculosis
C1842778	atrial septal defect 2
C0025874	metrorrhagia
C0037859	spermatocele
C0574960	sacroiliitis
C1257806	chromosomal instability
C0036631	seminoma
C0002382	alveolar bone loss
C0399352	developmental absence of tooth
C0524948	maxillofacial abnormalities
C0041341	tuberous sclerosis
C0342907	sitosterolemia
C0026683	mucocele
C0030922	peptic ulcer hemorrhage
C0270857	epilepsy, reflex
C0162626	ascaridida infections
C0206708	cervical intraepithelial neoplasia
C0027877	neuronal ceroid-lipofuscinoses
C0025568	metaplasia
C0005689	bladder exstrophy
C0037073	sigmoid neoplasms
C2350233	antley-bixler syndrome phenotype
C0877172	hematoma, epidural, spinal
C0002171	alopecia areata
C0152132	hypertensive retinopathy
C0037019	shy-drager syndrome
C0037384	snoring
C0002982	angioid streaks
C2004491	cicatrix
C0013291	duodenal neoplasms
C0013592	ectropion
C0018915	hemangioendothelioma
C0028866	oculomotor nerve paralysis
C0030472	paraneoplastic syndromes
C0030581	parotid neoplasms
C0036211	sarcoma 180
C0748540	scleroderma, limited
C0011993	vipoma
C0154723	migraine with aura
C0751882	myasthenic syndromes, congenital
C0236642	pick disease of the brain
C0015625	fanconi anemia
C0037926	compression of spinal cord
C0020604	hypochondriasis
C0027804	neurasthenia
C0242788	breast neoplasms, male
C0018500	hair diseases
C1306571	hepatic insufficiency
C0019188	hepatitis, animal
C0021508	disorders of environmental origin
C0452122	toxic effect of formaldehyde
C0034103	pulpitis
C0019195	hepatitis, viral, human
C1955629	human herpesvirus 6 encephalitis
C1313921	urinoma
C1862939	amyotrophic lateral sclerosis 1
C0031315	phantom limb syndrome
C0087012	ataxia, spinocerebellar
C0702136	trochlear nerve diseases
C1619692	nephrogenic fibrosing dermopathy
C0039726	thalamic diseases
C2931788	atypical hemolytic uremic syndrome
C0206660	germinoma
C0023891	liver cirrhosis, alcoholic
C0206172	diabetic foot
C0017980	glycosuria, renal
C0026851	muscular dystrophy, animal
C0085073	prosthesis-related infection
C0001163	vestibulocochlear nerve diseases
C0162533	porphyrias, hepatic
C0162568	erythropoietic protoporphyria
C0035828	romano-ward syndrome
C0013423	dystonia musculorum deformans
C0036347	schizophrenia, disorganized
C0752287	sleep disorders, intrinsic
C0001733	afibrinogenemia
C0149793	amaurosis fugax
C1510412	pseudoaneurysm
C2931263	familial cerebral cavernous malformation
C0020595	hypoaldosteronism
C0752138	intracranial arterial diseases
C0023370	leriche syndrome
C0026269	mitral valve stenosis
C0032807	postphlebitic syndrome
C0302497	retrobulbar hemorrhage
C0475073	subarachnoid hemorrhage, traumatic
C1319853	asthma, aspirin-induced
C1136033	cutaneous mastocytosis
C0751748	nonketotic hyperglycinemia
C0032578	polyploidy
C0878681	dent's disease
C0271583	acth deficiency, isolated
C2936861	cortisol 11-beta-ketoreductase deficiency
C0022680	polycystic kidney diseases
C0015395	eye burns
C0011407	dental pulp necrosis
C0162674	chronic progressive external ophthalmoplegia
C0023798	lipoma
C0026272	mixed connective tissue disease
C0263859	acquired hyperostosis syndrome
C0349489	fetal hypoxia
C0024950	maxillary diseases
C0029410	osteoarthritis of hip
C0001816	agnosia
C0334492	malignant mesenchymal tumor
C0026884	mutism
C0016124	finger injuries
C0235833	congenital diaphragmatic hernia
C0162848	lichenoid eruptions
C0085389	bacillaceae infections
C0036363	schizotypal personality disorder
C0006079	bowen's disease
C0085653	pyogenic granuloma
C0078911	aids-associated nephropathy
C0016199	flank pain
C0023801	lipomatosis
C0024215	lymphangiectasis, intestinal
C0004161	athletic injuries
C0007527	cecal diseases
C0553730	calcium pyrophosphate deposition disease
C0206750	coronavirus infections
C0021845	intestinal perforation
C0023601	leydig cell tumor
C0020224	polyhydramnios
C0033805	pseudohypoaldosteronism
C0036396	sciatica
C0041972	urethral obstruction
C0271901	microcytic hypochromic anemia (disorder)
C0003949	asbestosis
C0004135	ataxia telangiectasia
C2931082	familial apoceruloplasmin deficiency
C0012715	iron metabolism disorders
C0030508	parasomnia
C0038644	sudden infant death syndrome
C0023787	lipodystrophy
C0033839	pseudorabies
C0018206	granulosa cell tumor
C0020532	hypersplenism
C1609538	latent tuberculosis
C0032226	pleural diseases
C0041312	tuberculosis, gastrointestinal
C0013608	edema, cardiac
C0018805	heart injuries
C2930972	accutane embryopathy
C0702139	congenital absence of external ear
C0007971	cheilitis
C0010038	corneal opacity
C0432364	isotretinoin embryopathy like syndrome
C0206085	kleine-levin syndrome
C0024433	macrostomia
C0026034	microstomia
C0263390	scleromyxedema
C0004031	aspergillosis, allergic bronchopulmonary
C0026431	monkey diseases
C0023533	leukorrhea
C0751891	intracranial hemorrhage, hypertensive
C0026706	mucopolysaccharidosis iii
C1262087	sunct syndrome
C0004763	barrett esophagus
C0085179	eosinophilia-myalgia syndrome
C0019123	hemothorax
C1168250	laryngopharyngeal reflux
C0038238	steatorrhea
C0039263	takayasu arteritis
C0041207	truncus arteriosus, persistent
C0162666	mitochondrial encephalomyopathies
C0043459	zellweger syndrome
C0027086	myoma
C0030764	pedophilia
C1851920	dystonia, dopa-responsive
C2931845	neurodegeneration with brain iron accumulation (nbia)
C0751774	nocturnal myoclonus syndrome
C0242670	persistent vegetative state
C2673535	dystonia, dopa-responsive, with or without hyperphenylalaninemia, autosomal recessive (disorder)
C0040774	transvestism
C0001529	adiposis dolorosa
C0161408	facial nerve injuries
C0037221	situs inversus
C0003113	anomia
C0009081	congenital clubfoot
C0406458	diffuse alopecia
C0015773	felty syndrome
C2931853	speech disturbance - use of faulty phrasing and unrelated words
C0009917	contracture
C0015414	eye neoplasms
C0009376	colonic polyps
C0040416	tonic pupil
C0162309	adrenoleukodystrophy
C0162625	secernentea infections
C0037753	sparganosis
C0039254	teniasis
C1834174	neutrophil chemotactic response
C1176475	ductal carcinoma
C0751674	lymphangioleiomyomatosis
C0162853	pityriasis lichenoides
C1860212	achalasia microcephaly
C0149520	cholecystitis, acute
C0085159	seasonal affective disorder
C0034215	pyometra
C0024236	lymphedema
C1334815	multi-centric castleman's disease
C0029464	osteosclerosis
C0268381	primary amyloidosis
C0152276	granulocytic sarcoma
C0342856	coproporphyria
C0242647	mucosa-associated lymphoid tissue lymphoma
C0206663	neuroectodermal tumor, primitive
C0020455	hypergammaglobulinemia
C0021070	immunoproliferative disorders
C0002534	renal aminoacidurias
C0268425	alstrom syndrome
C0600452	hepatopulmonary syndrome
C1720922	respiratory aspiration
C0037944	spinal stenosis
C0242891	tooth injuries
C0080233	tooth loss
C0000832	abruptio placentae
C0001849	aids dementia complex
C0030332	panophthalmitis
C0030469	paranasal sinus diseases
C0036916	sexually transmitted diseases
C0039496	temporomandibular joint dysfunction syndrome
C0026850	muscular dystrophy
C0013575	ectodermal dysplasia
C0023014	language development disorders
C0027344	nails, malformed
C0549143	pulmonary renal syndrome
C0080174	spina bifida occulta
C0001825	agraphia
C0751840	alexia, pure
C0234523	apraxia, ideomotor
C0085435	arthritis, reactive
C0008479	chondrosarcoma
C0206138	crest syndrome
C0206734	hemangioblastoma
C0020620	hypohidrosis
C0345905	intrahepatic cholangiocarcinoma
C0270707	kluver-bucy syndrome
C0079746	immunoblastic large-cell lymphoma
C0027666	neoplasms, radiation-induced
C0030470	paranasal sinus neoplasms
C0949691	spondylarthropathies
C0085253	adult-onset still disease
C0039075	syndactyly
C0039981	thoracic neoplasms
C0009946	conversion disorder
C0013528	echolalia
C0037650	somatoform disorder
C0040953	trichotillomania
C0206623	adenosquamous carcinoma
C0007762	cerebellar neoplasms
C0014059	encephalomyelitis, acute disseminated
C0339143	thyroid associated opthalmopathies
C0085270	orbital pseudotumor
C0030343	panuveitis
C0393819	polyradiculoneuropathy, chronic inflammatory demyelinating
C1175175	severe acute respiratory syndrome
C1704202	aspermia
C0020450	hyperemesis gravidarum
C0002992	angiomatosis
C0012691	dislocations
C0282631	facies
C0155552	hearing loss, mixed conductive-sensorineural
C0206068	parasystole
C0014324	entamoebiasis
C1720887	female urogenital diseases
C0221060	mobius syndrome
C0406305	eosinophilic pustular folliculitis
C0162836	hidradenitis suppurativa
C0154743	ulnar neuropathies
C0085395	ureaplasma infections
C0032533	polymyalgia rheumatica
C0015957	fetishism (psychiatric)
C0238015	autonomic dysreflexia
C1306710	facial asymmetry
C0018566	congenital hand deformities
C1275685	avellino corneal dystrophy
C0339293	corneal perforation
C0423772	cutaneous fistula
C0021833	intestinal fistula
C0036412	scleral diseases
C0005690	urinary bladder fistula
C0282607	vascular neoplasms
C0042582	vesicovaginal fistula
C0016659	fractures, closed
C0023827	liposarcoma
C0206631	lipomatous neoplasm
C0002891	anemia, neonatal
C1328840	autoimmune lymphoproliferative syndrome
C0010273	craniofacial dysostosis
C2931673	ceroid lipofuscinosis, neuronal 1, infantile
C0017565	gingival hemorrhage
C0001118	acid-base imbalance
C0042755	virilism
C2931171	juvenile pauciarticular chronic arthritis
C0206682	follicular thyroid carcinoma
C0022134	islet cell adenoma
C0003886	arthrogryposis
C0158266	intervertebral disc degeneration
C0950124	papillomavirus infections
C0040580	tracheal diseases
C1834570	myoclonic dystonia
C2717792	airway remodeling
C0020627	hypopharyngeal neoplasms
C0038012	spondylitis
C0025048	meconium aspiration syndrome
C0027814	neuritis, autoimmune, experimental
C0948031	primary graft dysfunction
C0036457	scrapie
C0042341	varicocele
C0003119	anophthalmos
C0162818	skin diseases, papulosquamous
C0041234	chagas disease
C0008521	choroid diseases
C0238154	hematoma, epidural, cranial
C0025062	mediastinal emphysema
C0011813	dextrocardia
C0221074	depression, postpartum
C1535893	orthostatic intolerance
C0008732	chylous ascites
C1864267	endotoxin hyporesponsiveness
C2931039	pancreatic islet cell tumors
C0040100	thymoma
C0085388	intracranial tuberculoma
C0162531	hereditary coproporphyria
C0338451	frontotemporal dementia
C0001075	achlorhydria
C0282677	burkholderia infections
C2930830	kidney disorder involving deposition of calcium and oxalate or phosphate in the renal tubules
C0034960	refsum disease
C0020501	hyperoxaluria, primary
C0206696	carcinoma, signet ring cell
C0013927	embolism, amniotic fluid
C0016549	foreign-body reaction
C1565249	mobility limitation
C0040422	tonsillar neoplasms
C0016063	osteitis fibrosa disseminata
C0432252	osteoporosis with pseudoglioma
C0747533	peroneal neuropathies
C0085648	synovial cyst
C0270328	diurnal enuresis
C1963763	failed back surgery syndrome
C1868672	nephrotic syndrome, steroid-resistant, autosomal recessive
C0376175	bell palsy
C0006272	bronchiolitis obliterans
C0272126	evan's syndrome
C0015645	fasciitis
C0017758	glucosephosphate dehydrogenase deficiency
C0751783	lafora disease
C0752087	myasthenia gravis, autoimmune, experimental
C2584778	thrombotic thrombocytopenic purpura, acquired
C0221759	brachial plexus neuritis
C0026865	mushroom poisoning
C0019553	hip contracture
C0020732	iatrogenic disease
C0024003	lordosis
C2350242	osteoarthritis, spine
C0748226	radial neuropathy
C0037005	shoulder dislocation
C0031106	periodontitis, juvenile
C0011263	multi-infarct dementia
C0022398	job's syndrome
C0022360	jaw abnormalities
C0032298	pneumonia, lipid
C0036093	salivary gland diseases
C0038732	sulfhemoglobinemia
C0010695	cystocele
C0031391	phencyclidine abuse
C0008309	bile duct adenoma
C0017417	genital neoplasms, male
C0751778	myoclonic epilepsies, progressive
C0038505	sturge-weber syndrome
C0031925	pilonidal cyst
C1720771	testicular hydrocele
C0206720	squamous cell neoplasms
C0232100	exsanguination
C0034151	purpura, hyperglobulinemic
C1631597	ventricular tachycardia, catecholaminergic polymorphic, 1 (disorder)
C0238156	hematoma, subdural, intracranial
C0751741	putaminal hemorrhage
C0003466	anus, imperforate
C0003803	arnold chiari malformation
C0005398	cholestasis, extrahepatic
C0242770	bronchiolitis obliterans organizing pneumonia
C0345419	cutis marmorata telangiectatica congenita
C0014461	eosinophilic granuloma
C0085543	epilepsia partialis continua
C0265372	fetal hydantoin syndrome
C0206718	ganglioneuroblastoma
C1306503	congenital exomphalos
C0162538	immunoglobulin a deficiency (disorder)
C0020981	angioimmunoblastic lymphadenopathy
C1836022	lipomyelomeningocele
C0751922	median neuropathy
C0025464	mesenchymoma
C0206094	neuroectodermal tumor, melanotic
C0695242	neurogenic bowel
C0037952	spinocerebellar degeneration
C2931319	systemic necrotizing angiitis
C0751932	tibial neuropathy
C1527281	separation anxiety disorder of childhood
C1258223	flavobacteriaceae infections
C0031887	picornaviridae infections
C0729544	central nervous system fungal infections
C1859372	calcification of joints and arteries
C0752299	sleep wake transition disorders
C1279186	westphal disease
C0019187	hepatitis, alcoholic
C0022821	kyphosis deformity of spine
C0024291	lymphohistiocytosis, hemophagocytic
C2931928	mitochondrial cytopathy
C0030593	pars planitis
C0040560	toxoplasmosis, congenital
C0000889	acanthosis nigricans
C0265240	goldenhar syndrome
C0751785	unverricht-lundborg syndrome
C0346326	optic nerve glioma
C0000823	abortion, veterinary
C0751799	brain hemorrhage, traumatic
C0206692	carcinoma, lobular
C1510417	gait apraxia
C0078888	accelerated idioventricular rhythm
C0015480	factitious disorders
C2936233	post-exercise hypotension
C0152181	hypoglossal nerve diseases
C0014077	leukoencephalitis, acute hemorrhagic
C0022548	keloid
C2931859	acquired cjd
C0206627	mixed tumor, mullerian
C0027149	myxoma
C0042995	vulvar neoplasms
C0017675	glossitis
C0848548	hypertensive nephropathy
C0238462	medullary carcinoma of thyroid
C0043046	wasting syndrome
C0043119	werner syndrome
C0206608	flavivirus infections
C0019101	hemorrhagic fever with renal syndrome
C0019096	hemorrhagic fever, american
C0019099	hemorrhagic fever, crimean
C0023092	lassa fever
C0029342	orthomyxoviridae infections
C0206613	paramyxoviridae infections
C0030372	phlebotomus fever
C0032310	pneumonia, viral
C0035112	reoviridae infections
C0035613	rift valley fever
C0036205	sarcoidosis, pulmonary
C0038522	subacute sclerosing panencephalitis
C0749098	hematoma, subdural, acute
C0041328	tuberculosis, renal
C0035344	retinopathy of prematurity
C0009426	combat disorders
C0795864	smith-magenis syndrome
C0271694	familial partial lipodystrophy
C0238463	papillary thyroid carcinoma
C0042961	intestinal volvulus
C0206658	smooth muscle tumor
C0334142	ischemic contracture
C0475072	traumatic cerebral hemorrhage
C0037116	silicosis
C0003782	argyria
C0752219	diffuse axonal injury
C2931909	high serum cholesterol, familial
C0238190	inclusion body myositis (disorder)
C1838254	rippling muscle disease 1
C0024248	lymphocele
C0206064	microvascular angina
C0085413	polycystic kidney, autosomal dominant
C0000887	acantholysis
C0024221	lymphangioma
C0040583	tracheal stenosis
C0025297	viral meningitis
C0282548	leukostasis
C0473219	renal hypouricemia
C1283400	butyrylcholinesterase deficiency
C0001768	agammaglobulinemia
C0022610	kernicterus
C0000735	abdominal neoplasms
C0206646	fibromatosis, abdominal
C0033936	psychoses, alcoholic
C1565107	headache disorders, secondary
C0393799	miller fisher syndrome
C0206727	nerve sheath tumors
C0030330	panniculitis, peritoneal
C0085404	poems syndrome
C0029118	opportunistic infections
C0003431	antisocial personality disorder
C0016142	firesetting behavior
C0022735	klinefelter syndrome
C0036986	shock, traumatic
C0013261	duane retraction syndrome
C0265706	gastroschisis
C0017531	angiolymphoid hyperplasia
C0399496	granulomatosis, orofacial
C0334663	histiocytic sarcoma
C0158252	intervertebral disc disorder
C0021828	intestinal atresia
C0206728	plexiform neurofibroma
C0033771	prurigo
C0524988	schnitzler syndrome
C0079864	murine acquired immunodeficiency syndrome
C0001198	acrodynia
C0018023	nodular goiter
C0020551	hyperthyroxinemia
C0018816	heart septal defects
C0393626	opsoclonus-myoclonus syndrome
C0263386	acquired ichthyosis
C0015814	femur head necrosis
C0023321	lentigo
C0206139	lichen planus, oral
C1838568	sacral defect and anterior sacral meningocele
C0043346	xeroderma pigmentosum
C0015652	fascioliasis
C0033770	prune belly syndrome
C0037999	splenic neoplasms
C0035320	retinal neovascularization
C0026953	mycotoxicosis
C1852373	mitochondrial encephalopathy
C0268312	progressive intrahepatic cholestasis (disorder)
C0268318	cholestasis of pregnancy
C0003081	anisometropia
C0004106	astigmatism
C0010964	dandy-walker syndrome
C0014116	endocardial cushion defects
C0162671	melas syndrome
C0025299	meningocele
C0700501	congenital nystagmus
C0041428	twins, conjoined
C0236026	fetal valproate syndrome
C0085222	psoas abscess
C0270726	alexander disease
C0206664	teratocarcinoma
C0016506	foot deformities
C0751941	glossopharyngeal nerve diseases
C0035354	retrograde degeneration
C0043020	wallerian degeneration
C1306856	megaloblastic anemia due to inborn errors of metabolism
C0221065	subacute combined degeneration
C0011351	dental enamel hypoplasia
C0011401	dental pulp calcification
C0005591	bird diseases
C0036992	short bowel syndrome
C0752342	neuroaspergillosis
C0428791	aortic valve calcification
C0242645	blue toe syndrome
C0008445	chondrodysplasia punctata
C0008522	choroid hemorrhage
C0013393	dysostoses
C0018994	biliary tract hemorrhage
C0273058	traumatic intracranial hemorrhage
C0344559	irido-corneo-trabecular dysgenesis (disorder)
C3203359	rupture
C0752127	spinal cord vascular diseases
C0265374	warfarin syndrome
C0011119	decompression sickness
C0008629	chromosome fragility
C0268237	cytochrome-c oxidase deficiency
C1855033	mitochondrial myopathy with lactic acidosis
C0030481	tropical spastic paraparesis
C0080151	simian acquired immunodeficiency syndrome
C0001349	acute-phase reaction
C0015802	femoral fractures
C0022362	jaw diseases
