Drug_id,Drug_name,Target_id,Target_name
DB00726,Trimipramine,P08588,Beta-1 adrenergic receptor
DB00726,Trimipramine,P13945,Beta-3 adrenergic receptor
DB00726,Trimipramine,P35348,Alpha-1A adrenergic receptor
DB00726,Trimipramine,P35368,Alpha-1B adrenergic receptor
DB00726,Trimipramine,P35367,Histamine H1 receptor
DB00726,Trimipramine,P31645,Sodium-dependent serotonin transporter
DB00726,Trimipramine,P14416,D(2) dopamine receptor
DB00726,Trimipramine,P28223,5-hydroxytryptamine receptor 2A
DB00726,Trimipramine,P21918,D(1B) dopamine receptor
DB00726,Trimipramine,P21728,D(1A) dopamine receptor
DB00726,Trimipramine,P08908,5-hydroxytryptamine receptor 1A
DB00726,Trimipramine,P18089,Alpha-2B adrenergic receptor
DB00726,Trimipramine,P08172,Muscarinic acetylcholine receptor M2
DB00726,Trimipramine,P08173,Muscarinic acetylcholine receptor M4
DB00726,Trimipramine,P08912,Muscarinic acetylcholine receptor M5
DB00726,Trimipramine,P11229,Muscarinic acetylcholine receptor M1
DB00726,Trimipramine,P20309,Muscarinic acetylcholine receptor M3
DB00726,Trimipramine,Q01959,Sodium-dependent dopamine transporter
DB00726,Trimipramine,P28221,5-hydroxytryptamine receptor 1D
DB00726,Trimipramine,P08913,Alpha-2A adrenergic receptor
DB00726,Trimipramine,P46098,5-hydroxytryptamine receptor 3A
DB00726,Trimipramine,P28335,5-hydroxytryptamine receptor 2C
DB00726,Trimipramine,P08909,5-hydroxytryptamine receptor 2C
DB00726,Trimipramine,P10635,Cytochrome P450 2D6
DB00726,Trimipramine,P33261,Cytochrome P450 2C19
DB00726,Trimipramine,P11712,Cytochrome P450 2C9
DB00726,Trimipramine,P08183,Multidrug resistance protein 1
DB00727,Nitroglycerin,P16066,Atrial natriuretic peptide receptor 1
DB00727,Nitroglycerin,P05091,"Aldehyde dehydrogenase, mitochondrial"
DB00728,Rocuronium,Q15822,Neuronal acetylcholine receptor subunit alpha-2
DB00728,Rocuronium,P46098,5-hydroxytryptamine receptor 3A
DB00728,Rocuronium,P08172,Muscarinic acetylcholine receptor M2
DB00728,Rocuronium,O15245,Solute carrier family 22 member 1
DB00728,Rocuronium,P46721,Solute carrier organic anion transporter family member 1A2
DB00729,Diphemanil Methylsulfate,P20309,Muscarinic acetylcholine receptor M3
DB00730,Thiabendazole,P00363,Fumarate reductase flavoprotein subunit
DB00730,Thiabendazole,P05177,Cytochrome P450 1A2
DB00730,Thiabendazole,P04798,Cytochrome P450 1A1
DB00731,Nateglinide,P37231,Peroxisome proliferator-activated receptor gamma
DB00731,Nateglinide,Q09428,ATP-binding cassette sub-family C member 8
DB00731,Nateglinide,P11712,Cytochrome P450 2C9
DB00731,Nateglinide,P08684,Cytochrome P450 3A4
DB00731,Nateglinide,P20815,Cytochrome P450 3A5
DB00731,Nateglinide,P24462,Cytochrome P450 3A7
DB00731,Nateglinide,P23219,COX1
DB00731,Nateglinide,O60656,UDP-glucuronosyltransferase 1-9
DB00731,Nateglinide,P10635,Cytochrome P450 2D6
DB00731,Nateglinide,P02768,Serum albumin
DB00731,Nateglinide,P02763,Alpha-1-acid glycoprotein 1
DB00731,Nateglinide,O15439,Multidrug resistance-associated protein 4
DB00731,Nateglinide,P53985,Monocarboxylate transporter 1
DB00731,Nateglinide,P46059,Solute carrier family 15 member 1
DB00731,Nateglinide,Q16348,Solute carrier family 15 member 2
DB00731,Nateglinide,Q4U2R8,Solute carrier family 22 member 6
DB00732,Atracurium besylate,Q15822,Neuronal acetylcholine receptor subunit alpha-2
DB00733,Pralidoxime,P22303,Acetylcholinesterase
DB00733,Pralidoxime,P06276,BCHE
DB00734,Risperidone,P14416,D(2) dopamine receptor
DB00734,Risperidone,P28335,5-hydroxytryptamine receptor 2C
DB00734,Risperidone,P35348,Alpha-1A adrenergic receptor
DB00734,Risperidone,P35368,Alpha-1B adrenergic receptor
DB00734,Risperidone,P35367,Histamine H1 receptor
DB00734,Risperidone,P35462,D(3) dopamine receptor
DB00734,Risperidone,P21917,D(4) dopamine receptor
DB00734,Risperidone,P28223,5-hydroxytryptamine receptor 2A
DB00734,Risperidone,P08908,5-hydroxytryptamine receptor 1A
DB00734,Risperidone,P18089,Alpha-2B adrenergic receptor
DB00734,Risperidone,P28221,5-hydroxytryptamine receptor 1D
DB00734,Risperidone,P08913,Alpha-2A adrenergic receptor
DB00734,Risperidone,P21728,D(1A) dopamine receptor
DB00734,Risperidone,P18825,Alpha-2C adrenergic receptor
DB00734,Risperidone,P34969,5-hydroxytryptamine receptor 7
DB00734,Risperidone,P10635,Cytochrome P450 2D6
DB00734,Risperidone,P08684,Cytochrome P450 3A4
DB00734,Risperidone,P02768,Serum albumin
DB00734,Risperidone,P02763,Alpha-1-acid glycoprotein 1
DB00734,Risperidone,P08183,Multidrug resistance protein 1
DB00735,Naftifine,Q14534,Squalene monooxygenase
DB00736,Esomeprazole,P20648,Potassium-transporting ATPase alpha chain 1
DB00736,Esomeprazole,O94760,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1"
DB00736,Esomeprazole,P33261,Cytochrome P450 2C19
DB00736,Esomeprazole,P08684,Cytochrome P450 3A4
DB00736,Esomeprazole,P08183,Multidrug resistance protein 1
DB00736,Esomeprazole,Q8TCC7,Solute carrier family 22 member 8
DB00737,Meclizine,P35367,Histamine H1 receptor
DB00737,Meclizine,Q14994,Nuclear receptor subfamily 1 group I member 3
DB00737,Meclizine,P10635,Cytochrome P450 2D6
DB00737,Meclizine,P02768,Serum albumin
DB00738,Pentamidine,O14717,tRNA (cytosine(38)-C(5))-methyltransferase
DB00738,Pentamidine,P33261,Cytochrome P450 2C19
DB00738,Pentamidine,P04798,Cytochrome P450 1A1
DB00738,Pentamidine,P10635,Cytochrome P450 2D6
DB00738,Pentamidine,P20815,Cytochrome P450 3A5
DB00738,Pentamidine,Q02928,Cytochrome P450 4A11
DB00739,Hetacillin,Q8DNB6,Penicillin-binding protein 2a
DB00739,Hetacillin,Q7CRA4,Penicillin-binding protein 1b
DB00739,Hetacillin,Q75Y35,Penicillin-binding protein 3
DB00739,Hetacillin,Q8DR59,Penicillin-binding protein 1A
DB00739,Hetacillin,P0A3M6,Penicillin-binding protein 2B
DB00740,Riluzole,Q9UPY5,Cystine/glutamate transporter
DB00740,Riluzole,Q14524,Sodium channel protein type 5 subunit alpha
DB00740,Riluzole,P05177,Cytochrome P450 1A2
DB00740,Riluzole,P04798,Cytochrome P450 1A1
DB00740,Riluzole,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00741,Hydrocortisone,P04083,Annexin A1
DB00741,Hydrocortisone,P04150,Glucocorticoid receptor
DB00741,Hydrocortisone,P08684,Cytochrome P450 3A4
DB00741,Hydrocortisone,P20815,Cytochrome P450 3A5
DB00741,Hydrocortisone,P24462,Cytochrome P450 3A7
DB00741,Hydrocortisone,P15538,"Cytochrome P450 11B1, mitochondrial"
DB00741,Hydrocortisone,P19099,"Cytochrome P450 11B2, mitochondrial"
DB00741,Hydrocortisone,P10632,Cytochrome P450 2C8
DB00741,Hydrocortisone,P51857,3-oxo-5-beta-steroid 4-dehydrogenase
DB00741,Hydrocortisone,P31213,3-oxo-5-alpha-steroid 4-dehydrogenase 2
DB00741,Hydrocortisone,P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2
DB00741,Hydrocortisone,P28845,Corticosteroid 11-beta-dehydrogenase isozyme 1
DB00741,Hydrocortisone,P11509,Cytochrome P450 2A6
DB00741,Hydrocortisone,Q16678,Cytochrome P450 1B1
DB00741,Hydrocortisone,P20813,Cytochrome P450 2B6
DB00741,Hydrocortisone,P11712,Cytochrome P450 2C9
DB00741,Hydrocortisone,P33261,Cytochrome P450 2C19
DB00741,Hydrocortisone,P04278,Sex hormone-binding globulin
DB00741,Hydrocortisone,P08185,Corticosteroid-binding globulin
DB00741,Hydrocortisone,P08183,Multidrug resistance protein 1
DB00741,Hydrocortisone,P46721,Solute carrier organic anion transporter family member 1A2
DB00741,Hydrocortisone,Q8TCC7,Solute carrier family 22 member 8
DB00742,Mannitol,O08355,Mannitol dehydrogenase
DB00743,Gadobenic acid,P02768,Serum albumin
DB00744,Zileuton,P09917,Arachidonate 5-lipoxygenase
DB00744,Zileuton,P11712,Cytochrome P450 2C9
DB00744,Zileuton,P05177,Cytochrome P450 1A2
DB00744,Zileuton,P08684,Cytochrome P450 3A4
DB00744,Zileuton,P23219,COX1
DB00744,Zileuton,O60656,UDP-glucuronosyltransferase 1-9
DB00744,Zileuton,P02768,Serum albumin
DB00745,Modafinil,Q01959,Sodium-dependent dopamine transporter
DB00745,Modafinil,P35368,Alpha-1B adrenergic receptor
DB00745,Modafinil,P33261,Cytochrome P450 2C19
DB00745,Modafinil,P08684,Cytochrome P450 3A4
DB00745,Modafinil,P05177,Cytochrome P450 1A2
DB00745,Modafinil,P20813,Cytochrome P450 2B6
DB00745,Modafinil,P11712,Cytochrome P450 2C9
DB00745,Modafinil,P20815,Cytochrome P450 3A5
DB00746,Deferoxamine,P05067,Amyloid beta A4 protein
DB00746,Deferoxamine,P47989,Xanthine dehydrogenase/oxidase
DB00747,Scopolamine,P08912,Muscarinic acetylcholine receptor M5
DB00747,Scopolamine,P08172,Muscarinic acetylcholine receptor M2
DB00747,Scopolamine,P20309,Muscarinic acetylcholine receptor M3
DB00747,Scopolamine,P08173,Muscarinic acetylcholine receptor M4
DB00747,Scopolamine,P14410,"Sucrase-isomaltase, intestinal"
DB00747,Scopolamine,P11229,Muscarinic acetylcholine receptor M1
DB00747,Scopolamine,P43681,Neuronal acetylcholine receptor subunit alpha-4
DB00747,Scopolamine,P17787,Neuronal acetylcholine receptor subunit beta-2
DB00747,Scopolamine,P08183,Multidrug resistance protein 1
DB00748,Carbinoxamine,P35367,Histamine H1 receptor
DB00749,Etodolac,P23219,COX1
DB00749,Etodolac,P19793,Retinoic acid receptor RXR-alpha
DB00749,Etodolac,P35354,Prostaglandin G/H synthase 2
DB00749,Etodolac,P11712,Cytochrome P450 2C9
DB00749,Etodolac,O60656,UDP-glucuronosyltransferase 1-9
DB00749,Etodolac,P35503,UDP-glucuronosyltransferase 1-3
DB00749,Etodolac,Q9HAW8,UDP-glucuronosyltransferase 1-10
DB00749,Etodolac,P16662,UDP-glucuronosyltransferase 2B7
DB00749,Etodolac,P02768,Serum albumin
DB00749,Etodolac,Q4U2R8,Solute carrier family 22 member 6
DB00750,Prilocaine,Q14524,Sodium channel protein type 5 subunit alpha
DB00751,Epinastine,P25021,Histamine H2 receptor
DB00751,Epinastine,P35367,Histamine H1 receptor
DB00751,Epinastine,P35348,Alpha-1A adrenergic receptor
DB00751,Epinastine,P28223,5-hydroxytryptamine receptor 2A
DB00751,Epinastine,P34969,5-hydroxytryptamine receptor 7
DB00751,Epinastine,P08913,Alpha-2A adrenergic receptor
DB00751,Epinastine,P20813,Cytochrome P450 2B6
DB00751,Epinastine,P10635,Cytochrome P450 2D6
DB00751,Epinastine,P08684,Cytochrome P450 3A4
DB00751,Epinastine,P08183,Multidrug resistance protein 1
DB00752,Tranylcypromine,P27338,Amine oxidase [flavin-containing] B
DB00752,Tranylcypromine,P21397,Amine oxidase [flavin-containing] A
DB00752,Tranylcypromine,P10635,Cytochrome P450 2D6
DB00752,Tranylcypromine,P11712,Cytochrome P450 2C9
DB00752,Tranylcypromine,P33261,Cytochrome P450 2C19
DB00752,Tranylcypromine,P05177,Cytochrome P450 1A2
DB00752,Tranylcypromine,P05181,Cytochrome P450 2E1
DB00752,Tranylcypromine,P11509,Cytochrome P450 2A6
DB00753,Isoflurane,P30049,"ATP synthase subunit delta, mitochondrial"
DB00753,Isoflurane,P98194,Calcium-transporting ATPase type 2C member 1
DB00753,Isoflurane,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB00753,Isoflurane,P23415,Glycine receptor subunit alpha-1
DB00753,Isoflurane,Q09470,Potassium voltage-gated channel subfamily A member 1
DB00753,Isoflurane,P42261,Glutamate receptor 1
DB00753,Isoflurane,P0DP23,Calmodulin
DB00753,Isoflurane,P43681,Neuronal acetylcholine receptor subunit alpha-4
DB00753,Isoflurane,P17787,Neuronal acetylcholine receptor subunit beta-2
DB00753,Isoflurane,P05181,Cytochrome P450 2E1
DB00753,Isoflurane,P20813,Cytochrome P450 2B6
DB00753,Isoflurane,P03886,NADH-ubiquinone oxidoreductase chain 1
DB00753,Isoflurane,P02768,Serum albumin
DB00754,Ethotoin,Q14524,Sodium channel protein type 5 subunit alpha
DB00754,Ethotoin,O75469,Nuclear receptor subfamily 1 group I member 2
DB00754,Ethotoin,P05543,Thyroxine-binding globulin
DB00755,Tretinoin,Q8NFJ5,Retinoic acid-induced protein 3
DB00755,Tretinoin,O94788,Retinal dehydrogenase 2
DB00755,Tretinoin,P00352,Retinal dehydrogenase 1
DB00755,Tretinoin,P48443,Retinoic acid receptor RXR-gamma
DB00755,Tretinoin,P49788,Retinoic acid receptor responder protein 1
DB00755,Tretinoin,P28702,Retinoic acid receptor RXR-beta
DB00755,Tretinoin,P51843,Nuclear receptor subfamily 0 group B member 1
DB00755,Tretinoin,P13631,Retinoic acid receptor gamma
DB00755,Tretinoin,P10276,Retinoic acid receptor alpha
DB00755,Tretinoin,P10826,Retinoic acid receptor beta
DB00755,Tretinoin,P31025,Lipocalin-1
DB00755,Tretinoin,Q9NY56,Odorant-binding protein 2a
DB00755,Tretinoin,P02753,Retinol-binding protein 4
DB00755,Tretinoin,Q16654,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial"
DB00755,Tretinoin,P19793,Retinoic acid receptor RXR-alpha
DB00755,Tretinoin,O43174,Cytochrome P450 26A1
DB00755,Tretinoin,Q9NR63,Cytochrome P450 26B1
DB00755,Tretinoin,Q6V0L0,Cytochrome P450 26C1
DB00755,Tretinoin,O60760,Hematopoietic prostaglandin D synthase
DB00755,Tretinoin,P24462,Cytochrome P450 3A7
DB00755,Tretinoin,P20813,Cytochrome P450 2B6
DB00755,Tretinoin,P10632,Cytochrome P450 2C8
DB00755,Tretinoin,P11712,Cytochrome P450 2C9
DB00755,Tretinoin,P08684,Cytochrome P450 3A4
DB00755,Tretinoin,P20815,Cytochrome P450 3A5
DB00755,Tretinoin,P11509,Cytochrome P450 2A6
DB00755,Tretinoin,P33260,Cytochrome P450 2C18
DB00755,Tretinoin,P04798,Cytochrome P450 1A1
DB00755,Tretinoin,Q02928,Cytochrome P450 4A11
DB00755,Tretinoin,P02768,Serum albumin
DB00755,Tretinoin,P29762,Cellular retinoic acid-binding protein 1
DB00755,Tretinoin,P29373,Cellular retinoic acid-binding protein 2
DB00756,Hexachlorophene,O14521,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"
DB00756,Hexachlorophene,P00367,"Glutamate dehydrogenase 1, mitochondrial"
DB00756,Hexachlorophene,P06149,D-lactate dehydrogenase
DB00756,Hexachlorophene,P03372,Estrogen receptor
DB00757,Dolasetron,P46098,5-hydroxytryptamine receptor 3A
DB00757,Dolasetron,P08684,Cytochrome P450 3A4
DB00757,Dolasetron,P10635,Cytochrome P450 2D6
DB00757,Dolasetron,P11712,Cytochrome P450 2C9
DB00758,Clopidogrel,Q9H244,P2Y purinoceptor 12
DB00758,Clopidogrel,P08684,Cytochrome P450 3A4
DB00758,Clopidogrel,P20813,Cytochrome P450 2B6
DB00758,Clopidogrel,P20815,Cytochrome P450 3A5
DB00758,Clopidogrel,P33261,Cytochrome P450 2C19
DB00758,Clopidogrel,P11712,Cytochrome P450 2C9
DB00758,Clopidogrel,P05177,Cytochrome P450 1A2
DB00758,Clopidogrel,P10632,Cytochrome P450 2C8
DB00758,Clopidogrel,P23141,Liver carboxylesterase 1
DB00758,Clopidogrel,P08183,Multidrug resistance protein 1
DB00758,Clopidogrel,O15245,Solute carrier family 22 member 1
DB00758,Clopidogrel,O15244,Solute carrier family 22 member 2
DB00759,Tetracycline,P04156,Major prion protein
DB00759,Tetracycline,Q9UM07,Protein-arginine deiminase type-4
DB00759,Tetracycline,P02359,30S ribosomal protein S7
DB00759,Tetracycline,P0AG59,30S ribosomal protein S14
DB00759,Tetracycline,P0A7V3,30S ribosomal protein S3
DB00759,Tetracycline,P0A7W7,30S ribosomal protein S8
DB00759,Tetracycline,P0A7U3,30S ribosomal protein S19
DB00759,Tetracycline,C9EH48,Multidrug translocase MdfA
DB00759,Tetracycline,P08684,Cytochrome P450 3A4
DB00759,Tetracycline,P02768,Serum albumin
DB00759,Tetracycline,Q4U2R8,Solute carrier family 22 member 6
DB00759,Tetracycline,Q8TCC7,Solute carrier family 22 member 8
DB00759,Tetracycline,Q9NSA0,Solute carrier family 22 member 11
DB00759,Tetracycline,Q9Y694,Solute carrier family 22 member 7
DB00759,Tetracycline,O94956,Solute carrier organic anion transporter family member 2B1
DB00760,Meropenem,P24228,D-alanyl-D-alanine carboxypeptidase DacB
DB00760,Meropenem,P14489,Beta-lactamase OXA-10
DB00761,Potassium chloride,Q13621,Solute carrier family 12 member 1
DB00761,Potassium chloride,P55011,Solute carrier family 12 member 2
DB00761,Potassium chloride,Q9UP95,Solute carrier family 12 member 4
DB00761,Potassium chloride,Q9H2X9,Solute carrier family 12 member 5
DB00761,Potassium chloride,Q9UHW9,Solute carrier family 12 member 6
DB00761,Potassium chloride,Q9Y666,Solute carrier family 12 member 7
DB00762,Irinotecan,P11387,DNA topoisomerase 1
DB00762,Irinotecan,Q969P6,"DNA topoisomerase I, mitochondrial"
DB00762,Irinotecan,P08684,Cytochrome P450 3A4
DB00762,Irinotecan,P20815,Cytochrome P450 3A5
DB00762,Irinotecan,P20813,Cytochrome P450 2B6
DB00762,Irinotecan,P24462,Cytochrome P450 3A7
DB00762,Irinotecan,P22309,UDP-glucuronosyltransferase 1-1
DB00762,Irinotecan,O60656,UDP-glucuronosyltransferase 1-9
DB00762,Irinotecan,P23141,Liver carboxylesterase 1
DB00762,Irinotecan,O00748,Cocaine esterase
DB00762,Irinotecan,P06276,BCHE
DB00762,Irinotecan,P02768,Serum albumin
DB00762,Irinotecan,O75751,Solute carrier family 22 member 3
DB00762,Irinotecan,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00762,Irinotecan,P33527,Multidrug resistance-associated protein 1
DB00762,Irinotecan,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00762,Irinotecan,P08183,Multidrug resistance protein 1
DB00762,Irinotecan,Q92887,Canalicular multispecific organic anion transporter 1
DB00763,Methimazole,P07202,Thyroid peroxidase
DB00763,Methimazole,P05177,Cytochrome P450 1A2
DB00763,Methimazole,P11509,Cytochrome P450 2A6
DB00763,Methimazole,P20813,Cytochrome P450 2B6
DB00763,Methimazole,P33261,Cytochrome P450 2C19
DB00763,Methimazole,P11712,Cytochrome P450 2C9
DB00763,Methimazole,P10635,Cytochrome P450 2D6
DB00763,Methimazole,P05181,Cytochrome P450 2E1
DB00763,Methimazole,P08684,Cytochrome P450 3A4
DB00763,Methimazole,P31513,Dimethylaniline monooxygenase [N-oxide-forming] 3
DB00764,Mometasone,P04150,Glucocorticoid receptor
DB00764,Mometasone,P06401,Progesterone receptor
DB00764,Mometasone,P10632,Cytochrome P450 2C8
DB00764,Mometasone,P08684,Cytochrome P450 3A4
DB00764,Mometasone,P20815,Cytochrome P450 3A5
DB00765,Metyrosine,P07101,Tyrosine 3-monooxygenase
DB00766,Clavulanic acid,P13866,Sodium/glucose cotransporter 1
DB00767,Benzquinamide,P08912,Muscarinic acetylcholine receptor M5
DB00767,Benzquinamide,P35367,Histamine H1 receptor
DB00767,Benzquinamide,P08172,Muscarinic acetylcholine receptor M2
DB00767,Benzquinamide,P20309,Muscarinic acetylcholine receptor M3
DB00767,Benzquinamide,P08173,Muscarinic acetylcholine receptor M4
DB00767,Benzquinamide,P11229,Muscarinic acetylcholine receptor M1
DB00768,Olopatadine,P35367,Histamine H1 receptor
DB00768,Olopatadine,P80511,Protein S100-A12
DB00768,Olopatadine,Q99584,Protein S100-A13
DB00768,Olopatadine,P04271,Protein S100-B
DB00768,Olopatadine,P23297,Protein S100-A1
DB00768,Olopatadine,P29034,Protein S100-A2
DB00768,Olopatadine,P25021,Histamine H2 receptor
DB00768,Olopatadine,Q9Y5N1,Histamine H3 receptor
DB00768,Olopatadine,P08684,Cytochrome P450 3A4
DB00768,Olopatadine,Q01740,Dimethylaniline monooxygenase [N-oxide-forming] 1
DB00768,Olopatadine,P31513,Dimethylaniline monooxygenase [N-oxide-forming] 3
DB00768,Olopatadine,P02768,Serum albumin
DB00768,Olopatadine,P08183,Multidrug resistance protein 1
DB00769,Hydrocortamate,P04150,Glucocorticoid receptor
DB00769,Hydrocortamate,P08684,Cytochrome P450 3A4
DB00770,Alprostadil,P43116,Prostaglandin E2 receptor EP2 subtype
DB00770,Alprostadil,P34995,Prostaglandin E2 receptor EP1 subtype
DB00770,Alprostadil,Q9Y5Y4,Prostaglandin D2 receptor 2
DB00770,Alprostadil,O15440,Multidrug resistance-associated protein 5
DB00770,Alprostadil,O94956,Solute carrier organic anion transporter family member 2B1
DB00770,Alprostadil,Q9UIG8,Solute carrier organic anion transporter family member 3A1
DB00770,Alprostadil,O15439,Multidrug resistance-associated protein 4
DB00770,Alprostadil,Q92959,Solute carrier organic anion transporter family member 2A1
DB00770,Alprostadil,Q4U2R8,Solute carrier family 22 member 6
DB00771,Clidinium,P11229,Muscarinic acetylcholine receptor M1
DB00772,Malathion,P06276,BCHE
DB00772,Malathion,P05177,Cytochrome P450 1A2
DB00772,Malathion,P20813,Cytochrome P450 2B6
DB00773,Etoposide,P11388,DNA topoisomerase 2-alpha
DB00773,Etoposide,Q02880,DNA topoisomerase 2-beta
DB00773,Etoposide,P08684,Cytochrome P450 3A4
DB00773,Etoposide,P05177,Cytochrome P450 1A2
