C0000729	Abdominal cramps
C0559546	Adverse reaction
C0265783	Pulmonary hypoplasia
C0334579	Anaplastic astrocytoma
C0393444	Meningitis chemical
C0521503	Injection site burning
C0542007	Cerebral haematoma
C1504431	Idiopathic pneumonia syndrome
C0861157	Decreased night vision
C0031099	Periodontitis
C0035067	Renal artery stenosis
C0151599	Drug level increased
C0151718	Hypocholesterolaemia
C0235467	Angina pectoris aggravated
C0235876	Depression aggravated
C0267821	Hepatic congestion
C0349782	Ischaemic cardiomyopathy
C0424740	Cold hands
C0521160	Rash psoriaform
C0581164	Digoxin level increased
C0861111	Cardioactive drug level increased
C0857256	Unwell
C0221742	Serum sickness-like reaction
C0853986	Lymphocyte count decreased
C0856882	Potassium increased
C0860864	Albumin low
C0853777	Blood albumin decreased
C0033778	Pruritus vulvae
C0231170	Disability
C0234428	Consciousness abnormal
C0751523	Nonconvulsive status epilepticus
C0920102	Phosphorus low
C0877517	Blood phosphorus decreased
C1112209	Abdominal infection
C0554309	Azotemia prerenal
C1167654	Acute prerenal failure
C0011974	Dermatitis diaper
C0149512	Acute sinusitis
C0541900	Disulfiram like reaction
C0151474	Alcohol intolerance
C0854268	Foetal damage
C1112626	Allergic exanthema
C0085702	Monocytosis
C0221752	Blood urine
C0947999	Blood urine present
C0580413	Prothrombin time shortened
C0702266	Basophilia
C0860209	Gallbladder sludge
C0014718	Intertrigo candida
C0239150	Creatinine low
C0852810	Blood creatinine decreased
C0343495	Lockjaw
C0549343	Neck tightness
C0581879	Felt faint
C0001430	Adenoma benign
C0003504	Aortic valve incompetence
C0004659	Bacteriuria
C0010054	Arteriosclerosis coronary artery
C0012817	Diverticulum
C0013240	Alveolar osteitis
C0014733	Erysipelas
C0014860	Oesophageal perforation
C0023798	Lipoma
C0027721	Lipoid nephrosis
C1704320	Glomerulonephritis minimal lesion
C0039103	Synovitis
C0079487	Helicobacter infection
C0149778	Soft tissue infection
C0155503	Vertigo CNS origin
C0178415	Prostatic specific antigen increased
C0235750	Hypertension worsened
C0240671	Activated partial thromboplastin time prolonged
C0241669	Venous occlusion
C0272774	Foot fracture
C0740299	Blood culture positive
C0744403	Gingival infection
C0852914	Bacteriuria NOS present
C0852977	Epilepsy aggravated
C0853117	Blood testosterone decreased
C0856880	Urea increased
C0949059	Large intestine polyp
C3489393	Hiatus hernia
C0034734	Raynaud's disease
C0011633	Dermatomyositis
C0029089	Ophthalmoplegia
C0028866	IIIrd nerve paralysis
C0032533	Polymyalgia rheumatica
C0427055	Facial paresis
C0520463	Hepatitis chronic active
C1142028	Peripheral nerve palsy
C2239176	Hepatocellular carcinoma
C0345904	Hepatic cancer
C0017658	Glomerulonephritis
C0026975	Myelitis
C0041747	Unintended pregnancy
C0235353	Tooth caries aggravated NOS
C1262064	Oculogyration
C0026650	Movement disorder
C0003615	Appendicitis
C0007137	Squamous cell carcinoma
C0010043	Ulcerative keratitis
C0013298	Duodenitis
C0017677	Tongue geographic
C0020903	Illusion
C0026769	Multiple sclerosis
C0030578	Paronychia
C0035309	Retinal disorder
C0037023	Sialoadenitis
C0040213	Costochondritis
C0040261	Onychomycosis
C0042721	Hepatitis viral
C0043037	Common wart
C0080276	Urogenital disorder
C0085635	Photopsia
C0149756	Plantar fasciitis
C0151854	Abnormal platelets
C0005818	Platelet disorder
C0162848	Eruption lichenoid
C0221392	Vaginitis atrophic
C0149836	Atrophic vulvovaginitis
C0232286	Precordial pain
C0235338	Salivary gland pain
C0235762	Rheumatoid arthritis aggravated
C0235847	Hyperhemoglobinemia
C0235939	Crying abnormal
C0010399	Crying
C0235972	Retinal deposits
C0236023	Periodontal destruction
C0267988	Hyperproteinaemia
C0278008	Change of bowel habit
C0410480	Avascular necrosis femoral head
C0520888	Electrocardiogram T wave inversion
C0549391	Bladder discomfort
C0701821	Onychia
C0034011	Puberty
C0009144	Tongue coated
C0235339	Mouth irritation
C1536052	Oral mucosal exfoliation
C0032541	Polyneuritis
C0155550	Neural hearing loss
C0018784	Deafness neurosensory
C0235272	Retinal damage
C0347602	Retinal injury
C0241442	Protrusion tongue
C0730362	Maculopathy
C0221185	Xanthopsia
C0013132	Drooling
C0014553	Petit mal epilepsy
C0151865	Pregnancy test false positive
C0221152	Obstipation
C0231688	Gait shuffling
C0267516	Colon atonic
C0025160	Megacolon
C0424448	Masked facies
C0700075	Motor restlessness
C0751564	Pill rolling
C1112182	Parkinsonian rest tremor
C0025517	Metabolic disorder
C0151476	Alkalosis hypochloraemic
C0857483	Worsening of diabetes
C0027343	Ingrowing nail
C0151689	Hair discoloration
C0235807	Hair texture abnormal
C1504422	Application site hypersensitivity
C1963964	Periungual erythema
C0438243	Serum creatinine abnormal
C0853746	Blood creatinine abnormal
C0032461	Polycythaemia
C0079035	Bradyarrhythmia
C0239293	Oesophageal haemorrhage
C0854107	Haemorrhage subcutaneous
C1458140	Bleeding tendency
C0029221	Organic brain syndrome
C0853895	Mental disorder due to a general medical condition
C0038463	Strongyloidiasis
C0085655	Polymyositis
C0239946	Hepatic fibrosis
C0858118	Plasma creatinine increased
C0948695	White blood cell count low
C0001127	Respiratory acidosis
C0003175	Anthrax
C0010034	Corneal disorder
C0016512	Foot pain
C0021313	Kidney infection
C0022665	Renal neoplasm
C0025162	Megacolon toxic
C0029878	Otitis externa
C0035127	Repetitive strain injury
C0041981	Uric acid level increased
C0079102	Cerebral thrombosis
C0085271	Self injurious behaviour
C0853089	Intentional self-injury
C0149523	Acute cystitis
C0151577	Creatinine renal clearance decreased
C0151588	Deafness transitory
C0151629	Fixed eruption
C0152002	Renal vasculitis
C0155866	Pneumonia anthrax
C0221785	Ache wrists
C0241310	Suprapubic pain
C0242225	Colour blindness
C0277585	Drug intolerance
C0278045	Urine odour abnormal
C0343886	Gastrointestinal candidiasis
C0349231	Phobia
C0403723	Candiduria
C0423234	Punctate epithelial erosion
C0425669	Abdominal aortic bruit
C0277934	Aortic bruit
C0474381	Chromatopsia
C0580493	Serum albumin decreased
C0852361	Skin haemorrhage
C0853226	International normalised ratio decreased
C0854114	Corneal epithelium defect
C0857751	Erythema multiforme minor
C0860700	Prothrombin level abnormal
C0860703	Serum total protein decreased
C0860901	Protein total decreased
C0860745	Blood monocytes increased
C0553698	Monocyte count increased
C0863129	AGEP
C0948447	Chromosomal mutation
C0949083	Nosocomial pneumonia
C0973461	Dysphasia
C1096282	Medication residue
C3665818	Medication residue present
C1609496	Eyelid exfoliation
C1619733	Gout flare
C0007773	Cerebral arteritis
C0009024	Clonus
C0010068	Coronary heart disease
C0013781	Electric shock
C0151747	Renal tubular disorder
C0151892	Retinal pigmentation
C0155320	Blindness cortical
C0231785	Carpo-pedal spasm
C0340952	Secondary anemia
C0576702	Lhermitte's sign
C0877104	Retinal toxicity
C0948168	Bone marrow toxicity
C1112616	Loss of proprioception
C3160858	Posterior reversible encephalopathy syndrome
C0000786	Abortion spontaneous
C0015927	Foetal death
C0024228	Lymphatic disorder
C0025193	Melancholia
C0025209	Melanosis
C0028754	Obesity
C0151598	Drug level decreased
C0232943	Menometrorrhagia
C0233469	Blunted affect
C0234022	Anorgasmia
C0235401	Glucose tolerance abnormal
C0235653	Breast cancer female
C0236051	Tolerance development
C0013220	Drug tolerance
C0265122	Pericardial disease
C0278080	Dependence physiological
C0278106	Ejaculation failure
C0553721	Sweating decreased
C0020620	Hypohidrosis
C0694536	Drug seeking behavior
C0741553	Hemorrhage abnormal
C1112442	Female sexual dysfunction
C3251821	Catatonic reaction
C0002940	Aneurysm
C0003044	Animal bite
C0003850	Arteriosclerosis
C0004161	Sports injury
C0007078	Carbuncle
C0009376	Colonic polyp
C0015408	Eye injury
C0015806	Femoral neck fracture
C0016167	Anal fissure
C0017551	Gilbert's syndrome
C0020505	Hyperphagia
C0020546	Hypertensive crisis
C0020877	Ileitis
C0021092	Cerumen impaction
C0021099	Impetigo
C0022578	Keratoconus
C0027531	Neck injury
C0028768	Obsessive-compulsive disorder
C0034628	Radius fracture
C0035522	Rib fracture
C0036117	Salmonellosis
C0036439	Scoliosis
C0040147	Thyroiditis
C0040436	Tooth erosion
C0040580	Tracheal disorder
C0041601	Ulna fracture
C0043145	Whiplash injury
C3203531	Post-traumatic neck syndrome
C0149732	Muscle rupture
C0151478	Neurotransmitter level altered
C0155428	Otosalpingitis
C0159877	Ankle fracture
C0206504	Tympanic membrane perforation
C0232208	Nodal rhythm
C0235002	Head discomfort
C0235168	Nervous tremulousness
C0235196	Suicidal tendency
C0235919	Nerve root lesion
C0700594	Radiculopathy
C0236048	Gastric polyps
C0239233	Early satiety
C0239725	Genital pain
C0240802	Pregnancy test positive
C0242362	Intervertebral disc protrusion
C0242891	Tooth injury
C0267158	Reflux gastritis
C0270549	Generalised anxiety disorder
C0276141	Bronchitis viral
C0278151	Facial spasm
C0281774	Acute psychosis
C0334082	Epidermal naevus
C0339807	House dust allergy
C0346156	Benign breast neoplasm
C0376356	Premenstrual tension
C0410740	Finger deformity
C0435001	Ligament injury
C0520575	Pyelonephritis acute
C0520878	Electrocardiogram PR shortened
C0522058	Carbohydrate craving
C0872380	Food craving
C0549250	Jaw stiffness
C0549253	Bladder dilatation
C0549259	Anxiety aggravated
C0549264	Sensation of blood flow
C0549393	Alcohol problem
C0549397	Nasal septum deviation
C0549453	Traumatic haematoma
C0558919	Stress at work
C0574960	Sacroiliitis
C0589616	Genitourinary chlamydia infection
C0700031	Anxiety attack
C0729552	Genital infection
C0747256	Infection parasitic
C0748726	Allergic sinusitis
C0852932	Arthropod sting
C0853225	International normalised ratio increased
C0856081	Restlessness aggravated
C0877406	Performance status decreased
C0920163	Idiopathic thrombocytopenia
C0948266	Latent tetany
C1142011	Orchitis noninfective
C1442903	Exostosis
C1611174	Post-traumatic pain
C1959622	Vein distended
C0013418	Abnormal labour
C0029485	Other acne
C0040923	Trichomonal vaginitis
C2945558	Vulvovaginitis trichomonal
C0152008	Vulvovaginal disorder
C0162323	Polyarthritis
C0234925	Oily skin
C0234939	Inflammatory swelling
C0239182	Watery diarrhoea
C0241635	Vaginal erythema
C2748362	Vulvovaginal erythema
C0241712	Vulval erythema
C0344304	Abdominal pain generalised
C0521498	Injection site irritation
C0542346	Pimples
C0566948	Vaginal swelling
C3160944	Vulvovaginal swelling
C0849913	Localized erythema
C0852967	Exacerbation of acne
C0004930	Behavior disorder
C0234222	Sensation of pressure
C0349398	Paranoid delusions
C0392160	Application site atrophy
C0521494	Application site pigmentation changes
C1142160	Application site discolouration
C0549201	Asteatosis
C0018500	Hair disorder
C0311277	Central obesity
C0037998	Splenic infarction
C0042798	Vision decreased
C0423226	Corneal pigmentation
C0000727	Acute abdomen
C0002447	Amelia
C0265547	Limb reduction defect
C0002902	Anencephaly
C0003466	Anal atresia
C0003492	Coarctation of the aorta
C0004114	Astrocytoma
C0007134	Renal cell carcinoma
C0008497	Choriocarcinoma
C0008626	Cytogenetic abnormality
C0008924	Cleft lip
C0009081	Congenital clubfoot
C1301937	Talipes
C0013080	Trisomy 21
C0013336	Dwarfism
C0013589	Ectromelia
C0016033	Fibrocystic disease
C0018987	Hemimelia
C0019284	Diaphragmatic hernia
C0023448	Lymphocytic leukaemia
C0025312	Meningomyelocele
C0026764	Plasma cell myeloma
C0032131	Plasmacytoma
C0027794	Neural tube defect
C0029925	Ovarian carcinoma
C0031575	Phocomelia
C0032019	Pituitary tumour
C0032994	Tubal pregnancy
C0032987	Ectopic pregnancy
C0033375	Prolactinoma
C0039685	Fallot's tetralogy
C0040588	Tracheo-oesophageal fistula
C0162678	Neurofibromatosis
C0206093	Neuroectodermal neoplasm
C0206624	Hepatoblastoma
C0206669	Hepatocellular adenoma
C0541760	Hepatic adenoma
C0231557	Bone development abnormal
C0235942	Skull malformation
C0235964	Renal dysgenesis
C1619700	Renal aplasia
C0237020	Dermoid cyst of ovary
C0854954	Ovarian germ cell teratoma benign
C0277960	Dry hair
C0345217	Cloacal exstrophy
C0345907	Hepatic angiosarcoma
C0392039	Ovarian enlargement
C0423361	Posterior vitreous detachment
C0497552	Unspecified congenital anomaly of brain, spinal cord, and nervous system
C0151490	Congenital central nervous system anomaly
C0542519	Renal agenesis
C0558353	Carcinoma of tongue
C0153349	Tongue neoplasm malignant stage unspecified
C0685707	Muscular ventricular septal defect
C0699885	Bladder carcinoma
C0005684	Bladder cancer
C0740804	Adnexal torsion
C0795690	Omphalocele
C1306503	Exomphalos
C1535975	Pelvic discomfort
C1621958	Glioblastoma multiforme
C1696704	Ovarian haemorrhage
C0003855	Arteriovenous fistula
C0008925	Cleft palate
C0010093	Corpus luteum cyst
C0010417	Cryptorchism
C0011649	Dermoid cyst
C0012241	Gastrointestinal malformation
C0016842	Pectus excavatum
C0019065	Peritoneal haemorrhage
C0019322	Umbilical hernia
C0020312	Hydrothorax
C0039075	Syndactyly
C0041428	Conjoined twins
C0080174	Spina bifida occulta
C0085083	Ovarian hyperstimulation syndrome
C0152149	Ovulation pain
C0152427	Polydactyly
C0264995	Arterial occlusion
C0003838	Arterial occlusive disease
C0376288	Amaurosis
C0426900	Tibial torsion
C0458109	Ovarian pain
C1142117	Adnexa uteri pain
C0003635	Apraxia
C0007370	Catalepsy
C0233612	Waxy flexibility
C0022890	Labyrinthine disorder
C0494559	Inner ear disorder
C0023501	Leukaemoid reaction
C0026884	Mutism
C0033931	Psychosomatic disease
C0038353	Gastric dilatation
C1456329	Stomach dilation procedure
C0042594	Vestibular disorder
C0151500	Anticholinergic syndrome
C0151898	Schizophrenic reaction
C0036358	Schizophreniform disorder
C0151911	Generalised spasm
C0233773	Hypnagogic hallucination
C0235315	Faeces discoloured
C0235883	Uterine inflammation
C0236171	Infection susceptibility increased
C0239549	Fat intolerance
C0700613	Anxiety state
C0854382	Libido disorder
C0858854	Unrest
C1290864	Abdominal disorder
C2173677	Renal cyst
C0001969	Alcohol intoxication
C0392620	Alcohol poisoning
C0021345	Infectious mononucleosis
C0038045	Sprain
C0043345	Xeroderma
C0231686	Unsteady gait
C0231749	Knee pain
C0234979	Dysdiadochokinesis
C0235119	Hunger abnormal
C0003621	Appetite disorder
C0235213	Ejaculation decreased
C0235504	Thrombophlebitis of the leg
C0235564	Sneezing excessive
C0238656	Painful ankle
C0240130	Swelling of knees
C0347950	Asthmatic attack
C0497202	Abnormal eye movements NOS
C0522570	Inflammation localised
C0854210	Incomplete precocious puberty
C0856864	Headache fullness
C1535950	Gastrointestinal inflammation
C0009377	Colonic pseudo-obstruction
C0030200	Intractable pain
C0030583	Parotitis
C0037320	Sleep terror
C0149725	Lower respiratory tract infection
C0235018	Localised numbness
C0271429	Otitis media acute
C0424024	Delusional perception
C0424109	Tearfulness
C0520540	Rebound hypertension
C0857468	Withdrawal hypertension
C0745499	Junctional bradycardia
C0855246	Abnormal sleep-related event
C0857083	Generalized macular rash
C0015695	Liver fatty
C0018924	Haemarthrosis
C0019069	Factor VIII deficiency
C0035460	Vasomotor rhinitis
C0151971	Intestinal ulcer
C0333291	Ulcer haemorrhage
C0341163	Gastric ulcer perforation
C0341245	Duodenitis haemorrhagic
C0400822	Lymphocytic colitis
C0400821	Colitis microscopic
C0423008	Eye bleeding
C0574741	Skin bleeding
C0853697	Neutrophil count decreased
C0854029	Blood creatine increased
C0857493	Upper gastrointestinal symptoms
C0919883	Puncture site haemorrhage
C1096116	Acquired haemophilia
C1112632	Cross reactive drug hypersensitivity
C1168290	Drug-induced hypersensitivity syndrome
C2010560	Gastritis haemorrhagic
C2939465	Glucose-6-phosphate dehydrogenase deficiency
C0005858	Bloodshot eye
C0005956	Bone marrow disorder
C0007384	Cataplexy
C0020457	Diabetic hyperosmolar coma
C0021605	Insomnia NEC
C0023890	Hepatic cirrhosis
C0031485	Phenylketonuria
C0220982	Ketoacidosis
C0270327	Nocturnal enuresis
C0520806	Sudden death, cause unknown
